player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Filip Kostić,rs SRB,"DF,FW",Juventus,31-035,1992,12.0,10.0,764.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.35,0.35,0.0,0.35,0.2,0.2,0.02,0.02,8.5,1.0,0.0,12.5,0.12,0.0,0.0,0.02,-0.2,-0.2,285.0,390.0,73.1,5010.0,1940.0,123.0,140.0,87.9,135.0,165.0,81.8,24.0,58.0,41.4,27.0,25.0,17.0,13.0,39.0,305.0,84.0,11.0,0.0,2.0,68.0,23.0,8.0,13.0,0.0,50.0,1.0,19.0,40.0,4.71,25.0,12.0,3.0,0.0,3.0,0.35,1.0,2.0,0.0,0.0,0.0,17.0,13.0,9.0,5.0,3.0,13.0,4.0,9.0,4.0,17.0,0.0,489.0,25.0,105.0,206.0,183.0,12.0,489.0,248.0,28.0,21.0,5.0,269.0,17.0,6.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,42.0,3.0,6.0,33.3
Christian Kouamé,ci CIV,FW,Fiorentina,26-000,1997,10.0,4.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,0.7,0.7,0.18,0.18,4.1,3.0,0.0,25.0,0.73,0.08,0.33,0.06,0.3,0.3,123.0,165.0,74.5,1713.0,428.0,72.0,88.0,81.8,40.0,51.0,78.4,6.0,13.0,46.2,5.0,5.0,11.0,0.0,18.0,159.0,6.0,1.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,15.0,3.65,13.0,0.0,2.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,233.0,3.0,25.0,84.0,128.0,17.0,233.0,150.0,6.0,5.0,2.0,173.0,17.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,27.0,16.0,20.0,44.4
Viktor Kovalenko,ua UKR,MF,Empoli,27-295,1996,6.0,0.0,129.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,1.4,0.7,1.4,0.4,0.4,0.27,0.27,1.4,3.0,0.0,60.0,2.09,0.2,0.33,0.08,0.6,0.6,47.0,69.0,68.1,674.0,182.0,28.0,36.0,77.8,18.0,25.0,72.0,1.0,4.0,25.0,3.0,3.0,2.0,1.0,5.0,65.0,4.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,3.49,4.0,1.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0,94.0,4.0,22.0,31.0,41.0,4.0,94.0,43.0,1.0,0.0,0.0,55.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,1.0,3.0,25.0
Thomas Kristensen,dk DEN,DF,Udinese,21-323,2002,5.0,4.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,142.0,87.3,2189.0,885.0,53.0,60.0,88.3,57.0,63.0,90.5,11.0,15.0,73.3,1.0,8.0,1.0,0.0,8.0,134.0,8.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,3.0,2.0,1.0,5.0,17.0,0.0,179.0,27.0,88.0,91.0,2.0,1.0,179.0,91.0,4.0,0.0,0.0,94.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,4.0,63.6
Nikola Krstović,me MNE,FW,Lecce,23-245,2000,13.0,12.0,913.0,4.0,0.0,1.0,1.0,2.0,0.0,0.39,0.0,0.39,0.3,0.3,3.1,2.3,0.31,0.23,10.1,7.0,1.0,25.0,0.69,0.11,0.43,0.08,0.9,0.7,136.0,195.0,69.7,1882.0,336.0,77.0,98.0,78.6,37.0,52.0,71.2,9.0,13.0,69.2,12.0,9.0,3.0,0.0,15.0,175.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,2.56,20.0,0.0,1.0,3.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,4.0,0.0,4.0,2.0,2.0,1.0,10.0,0.0,320.0,14.0,29.0,162.0,133.0,42.0,319.0,194.0,12.0,7.0,5.0,242.0,46.0,15.0,0.0,18.0,22.0,3.0,0.0,0.0,0.0,27.0,20.0,32.0,38.5
Rade Krunić,ba BIH,MF,Milan,30-060,1993,10.0,8.0,687.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,388.0,431.0,90.0,5999.0,1258.0,195.0,209.0,93.3,161.0,179.0,89.9,19.0,23.0,82.6,5.0,17.0,2.0,0.0,24.0,401.0,30.0,27.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,1.31,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,3.0,6.0,1.0,7.0,3.0,4.0,11.0,14.0,0.0,497.0,28.0,125.0,318.0,58.0,5.0,497.0,284.0,5.0,7.0,0.0,334.0,8.0,3.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,41.0,11.0,6.0,64.7
Berkan Kutlu,tr TUR,MF,Genoa,25-315,1998,6.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.07,0.07,2.2,1.0,0.0,25.0,0.45,0.0,0.0,0.04,-0.2,-0.2,46.0,64.0,71.9,867.0,363.0,21.0,27.0,77.8,12.0,14.0,85.7,10.0,16.0,62.5,5.0,7.0,4.0,3.0,5.0,59.0,5.0,2.0,0.0,2.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,3.64,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,4.0,5.0,0.0,97.0,5.0,27.0,38.0,33.0,5.0,97.0,46.0,4.0,0.0,2.0,52.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,50.0
Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22-297,2001,13.0,11.0,938.0,4.0,3.0,0.0,0.0,2.0,0.0,0.38,0.29,0.67,0.38,0.67,5.0,5.0,0.48,0.48,10.4,13.0,2.0,28.9,1.25,0.09,0.31,0.11,-1.0,-1.0,329.0,418.0,78.7,5059.0,1049.0,191.0,213.0,89.7,96.0,121.0,79.3,28.0,54.0,51.9,23.0,13.0,13.0,0.0,31.0,388.0,28.0,3.0,2.0,11.0,27.0,16.0,11.0,1.0,0.0,9.0,2.0,8.0,54.0,5.18,31.0,4.0,3.0,5.0,6.0,0.58,2.0,0.0,0.0,1.0,0.0,11.0,7.0,3.0,5.0,3.0,5.0,1.0,4.0,10.0,7.0,0.0,577.0,7.0,43.0,221.0,328.0,80.0,577.0,392.0,74.0,40.0,35.0,446.0,18.0,13.0,0.0,6.0,32.0,2.0,1.0,0.0,0.0,41.0,6.0,4.0,60.0
Giorgi Kvernadze,ge GEO,FW,Frosinone,20-302,2003,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,170.0,44.0,6.0,6.0,100.0,5.0,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,5.0,10.0,7.0,0.0,22.0,15.0,0.0,1.0,0.0,15.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Giorgos Kyriakopoulos,gr GRE,"DF,MF",Monza,27-304,1996,12.0,11.0,894.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,0.3,0.4,0.4,0.04,0.04,9.9,1.0,0.0,10.0,0.1,0.0,0.0,0.04,-0.4,-0.4,473.0,577.0,82.0,7979.0,2544.0,245.0,256.0,95.7,186.0,225.0,82.7,35.0,62.0,56.5,13.0,26.0,12.0,8.0,27.0,488.0,88.0,7.0,0.0,0.0,51.0,10.0,0.0,10.0,0.0,71.0,1.0,23.0,28.0,2.82,22.0,5.0,1.0,0.0,3.0,0.3,1.0,2.0,0.0,0.0,0.0,9.0,6.0,6.0,3.0,0.0,6.0,0.0,6.0,5.0,13.0,0.0,652.0,21.0,173.0,275.0,210.0,22.0,652.0,405.0,32.0,13.0,10.0,451.0,8.0,4.0,0.0,7.0,6.0,2.0,0.0,1.0,0.0,41.0,4.0,9.0,30.8
Gianluca Lapadula,pe PER,FW,Cagliari,33-302,1990,3.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.22,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.2,-0.2,12.0,19.0,63.2,172.0,7.0,7.0,10.0,70.0,3.0,3.0,100.0,1.0,3.0,33.3,1.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,3.0,14.0,10.0,3.0,27.0,17.0,0.0,1.0,0.0,20.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
Armand Lauriente,fr FRA,FW,Sassuolo,25-002,1998,14.0,13.0,1047.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.09,0.17,0.09,0.17,2.3,2.3,0.2,0.2,11.6,9.0,3.0,30.0,0.77,0.03,0.11,0.08,-1.3,-1.3,266.0,369.0,72.1,4099.0,1413.0,153.0,180.0,85.0,84.0,117.0,71.8,16.0,41.0,39.0,23.0,18.0,19.0,3.0,38.0,332.0,37.0,2.0,2.0,7.0,43.0,24.0,15.0,0.0,1.0,11.0,0.0,13.0,49.0,4.21,32.0,5.0,3.0,3.0,2.0,0.17,1.0,0.0,1.0,0.0,0.0,7.0,4.0,2.0,4.0,1.0,11.0,2.0,9.0,6.0,3.0,0.0,505.0,2.0,50.0,181.0,286.0,35.0,505.0,329.0,46.0,34.0,14.0,358.0,31.0,15.0,0.0,13.0,20.0,3.0,0.0,0.0,0.0,53.0,2.0,6.0,25.0
Valentino Lazaro,at AUT,DF,Torino,27-257,1996,12.0,9.0,821.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.09,0.09,9.1,1.0,1.0,14.3,0.11,0.0,0.0,0.12,-0.8,-0.8,341.0,446.0,76.5,5235.0,2047.0,180.0,196.0,91.8,127.0,173.0,73.4,19.0,50.0,38.0,13.0,30.0,7.0,3.0,39.0,362.0,83.0,7.0,1.0,1.0,37.0,12.0,7.0,3.0,0.0,64.0,1.0,8.0,20.0,2.2,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,7.0,1.0,4.0,0.0,4.0,4.0,16.0,0.0,521.0,24.0,114.0,219.0,195.0,17.0,521.0,291.0,22.0,14.0,6.0,328.0,20.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,52.0,6.0,11.0,35.3
Darko Lazović,rs SRB,"DF,FW",Hellas Verona,33-082,1990,10.0,5.0,569.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,0.5,0.5,0.08,0.08,6.3,3.0,0.0,50.0,0.47,0.17,0.33,0.08,0.5,0.5,160.0,235.0,68.1,2804.0,1055.0,71.0,83.0,85.5,68.0,98.0,69.4,19.0,41.0,46.3,7.0,19.0,7.0,2.0,24.0,201.0,34.0,4.0,0.0,2.0,20.0,3.0,1.0,2.0,0.0,26.0,0.0,6.0,15.0,2.37,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,4.0,3.0,1.0,2.0,1.0,5.0,0.0,281.0,6.0,51.0,129.0,101.0,20.0,281.0,151.0,16.0,8.0,3.0,185.0,7.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,13.0,3.0,1.0,75.0
Manuel Lazzari,it ITA,DF,Lazio,30-007,1993,9.0,9.0,751.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.24,0.24,0.0,0.24,0.2,0.2,0.03,0.03,8.3,1.0,0.0,20.0,0.12,0.0,0.0,0.04,-0.2,-0.2,415.0,485.0,85.6,6087.0,1811.0,231.0,249.0,92.8,157.0,179.0,87.7,16.0,27.0,59.3,5.0,29.0,5.0,3.0,33.0,411.0,74.0,9.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,65.0,0.0,15.0,14.0,1.68,14.0,0.0,0.0,0.0,4.0,0.48,4.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,4.0,1.0,14.0,4.0,10.0,10.0,17.0,1.0,558.0,11.0,152.0,281.0,131.0,14.0,558.0,301.0,43.0,28.0,5.0,354.0,10.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,39.0,3.0,5.0,37.5
Nicola Leali,it ITA,GK,Genoa,30-292,1993,2.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.0,55.6,850.0,791.0,3.0,3.0,100.0,8.0,8.0,100.0,13.0,33.0,39.4,0.0,3.0,0.0,0.0,0.0,40.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,49.0,0.0,0.0,0.0,49.0,30.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rafael Leão,pt POR,"FW,MF",Milan,24-179,1999,12.0,10.0,825.0,3.0,3.0,0.0,0.0,1.0,0.0,0.33,0.33,0.65,0.33,0.65,2.1,2.1,0.23,0.23,9.2,7.0,0.0,33.3,0.76,0.14,0.43,0.1,0.9,0.9,193.0,277.0,69.7,3314.0,826.0,92.0,116.0,79.3,76.0,103.0,73.8,20.0,36.0,55.6,17.0,19.0,17.0,8.0,31.0,266.0,10.0,2.0,2.0,2.0,40.0,2.0,0.0,0.0,0.0,6.0,1.0,8.0,41.0,4.47,30.0,2.0,1.0,3.0,6.0,0.65,4.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,3.0,2.0,7.0,0.0,7.0,3.0,3.0,0.0,394.0,5.0,20.0,149.0,234.0,61.0,394.0,289.0,50.0,31.0,28.0,329.0,26.0,13.0,0.0,8.0,22.0,4.0,1.0,0.0,0.0,24.0,8.0,7.0,53.3
Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,23-280,2000,8.0,1.0,179.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.22,0.22,2.0,1.0,0.0,12.5,0.5,0.0,0.0,0.06,-0.4,-0.4,75.0,85.0,88.2,1016.0,285.0,48.0,49.0,98.0,19.0,22.0,86.4,4.0,6.0,66.7,4.0,6.0,3.0,1.0,8.0,83.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,5.5,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,121.0,0.0,11.0,49.0,63.0,6.0,121.0,80.0,9.0,4.0,2.0,96.0,9.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,33.3
Karol Linetty,pl POL,MF,Torino,28-307,1995,11.0,7.0,643.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,267.0,307.0,87.0,4732.0,1265.0,121.0,135.0,89.6,116.0,126.0,92.1,25.0,32.0,78.1,7.0,32.0,3.0,0.0,39.0,290.0,16.0,11.0,0.0,4.0,7.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,13.0,1.82,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,4.0,9.0,0.0,12.0,5.0,7.0,9.0,11.0,0.0,376.0,13.0,62.0,248.0,73.0,4.0,376.0,217.0,10.0,13.0,2.0,237.0,8.0,6.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,47.0,5.0,6.0,45.5
Pol Lirola,es ESP,DF,Frosinone,26-115,1997,5.0,3.0,223.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.81,0.4,0.81,0.9,0.9,0.36,0.36,2.5,1.0,0.0,100.0,0.4,1.0,1.0,0.88,0.1,0.1,113.0,144.0,78.5,1811.0,458.0,56.0,63.0,88.9,46.0,57.0,80.7,7.0,15.0,46.7,4.0,7.0,4.0,1.0,11.0,118.0,26.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,4.0,1.62,4.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,163.0,9.0,56.0,61.0,49.0,3.0,163.0,81.0,4.0,3.0,0.0,98.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,57.1
Diego Llorente,es ESP,DF,Roma,30-112,1993,12.0,11.0,896.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,674.0,90.9,11751.0,3926.0,196.0,203.0,96.6,359.0,383.0,93.7,53.0,72.0,73.6,1.0,20.0,1.0,0.0,33.0,663.0,11.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,8.0,0.8,7.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,18.0,12.0,12.0,6.0,0.0,15.0,9.0,6.0,7.0,26.0,0.0,752.0,69.0,382.0,352.0,21.0,1.0,752.0,511.0,11.0,3.0,0.0,551.0,6.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,48.0,25.0,19.0,56.8
Stanislav Lobotka,sk SVK,MF,Napoli,29-011,1994,14.0,14.0,1186.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.01,0.01,13.2,2.0,0.0,40.0,0.15,0.0,0.0,0.03,-0.1,-0.1,791.0,858.0,92.2,12713.0,3800.0,403.0,428.0,94.2,318.0,337.0,94.4,52.0,66.0,78.8,5.0,77.0,11.0,1.0,67.0,839.0,17.0,16.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,34.0,2.58,30.0,0.0,0.0,2.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,26.0,16.0,7.0,15.0,4.0,9.0,2.0,7.0,4.0,8.0,0.0,940.0,27.0,209.0,607.0,131.0,2.0,940.0,571.0,10.0,18.0,1.0,714.0,9.0,6.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,102.0,3.0,6.0,33.3
Manuel Locatelli,it ITA,MF,Juventus,25-332,1998,14.0,12.0,1096.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.16,0.08,0.16,0.3,0.3,0.02,0.02,12.2,1.0,0.0,16.7,0.08,0.17,1.0,0.04,0.7,0.7,622.0,733.0,84.9,12461.0,4013.0,230.0,250.0,92.0,285.0,309.0,92.2,99.0,148.0,66.9,11.0,81.0,11.0,2.0,84.0,674.0,55.0,50.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,7.0,24.0,1.97,23.0,1.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,22.0,10.0,6.0,13.0,3.0,13.0,4.0,9.0,7.0,34.0,0.0,827.0,42.0,217.0,504.0,113.0,5.0,827.0,459.0,10.0,13.0,1.0,580.0,4.0,7.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,69.0,9.0,8.0,52.9
Ruben Loftus-Cheek,eng ENG,MF,Milan,27-317,1996,10.0,7.0,562.0,1.0,1.0,0.0,0.0,2.0,0.0,0.16,0.16,0.32,0.16,0.32,0.5,0.5,0.08,0.08,6.2,2.0,0.0,25.0,0.32,0.13,0.5,0.07,0.5,0.5,194.0,232.0,83.6,2550.0,660.0,132.0,148.0,89.2,48.0,58.0,82.8,5.0,9.0,55.6,7.0,27.0,1.0,0.0,27.0,230.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,14.0,2.24,11.0,0.0,1.0,1.0,5.0,0.8,2.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,9.0,6.0,3.0,3.0,4.0,0.0,301.0,9.0,38.0,165.0,101.0,18.0,301.0,194.0,26.0,17.0,3.0,225.0,11.0,7.0,0.0,9.0,11.0,0.0,1.0,0.0,0.0,29.0,13.0,8.0,61.9
Ademola Lookman,ng NGA,"FW,MF",Atalanta,26-047,1997,14.0,11.0,784.0,4.0,2.0,0.0,0.0,2.0,0.0,0.46,0.23,0.69,0.46,0.69,3.1,3.1,0.35,0.35,8.7,9.0,0.0,36.0,1.03,0.16,0.44,0.13,0.9,0.9,248.0,331.0,74.9,3345.0,951.0,152.0,180.0,84.4,75.0,96.0,78.1,6.0,23.0,26.1,14.0,17.0,14.0,0.0,38.0,313.0,18.0,0.0,2.0,1.0,24.0,16.0,5.0,6.0,0.0,1.0,0.0,10.0,35.0,4.03,25.0,1.0,1.0,1.0,4.0,0.46,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,8.0,0.0,8.0,2.0,0.0,0.0,421.0,1.0,23.0,178.0,221.0,47.0,421.0,294.0,23.0,18.0,11.0,346.0,29.0,13.0,0.0,16.0,10.0,6.0,0.0,0.0,0.0,34.0,5.0,11.0,31.3
Maxime Lopez,fr FRA,MF,Fiorentina,26-002,1997,5.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.08,0.08,2.0,1.0,0.0,33.3,0.5,0.0,0.0,0.05,-0.2,-0.2,118.0,133.0,88.7,2110.0,649.0,43.0,46.0,93.5,57.0,64.0,89.1,13.0,16.0,81.3,0.0,17.0,1.0,0.0,11.0,127.0,6.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,151.0,6.0,29.0,92.0,30.0,5.0,151.0,88.0,3.0,2.0,0.0,102.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0
Maxime Lopez,fr FRA,MF,Sassuolo,26-002,1997,2.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,136.0,91.2,2097.0,777.0,46.0,48.0,95.8,61.0,64.0,95.3,9.0,15.0,60.0,3.0,23.0,2.0,0.0,18.0,134.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,144.0,10.0,38.0,89.0,19.0,0.0,144.0,107.0,2.0,4.0,0.0,125.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Matteo Lovato,it ITA,DF,Salernitana,23-295,2000,9.0,8.0,731.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,283.0,78.1,3855.0,1789.0,91.0,103.0,88.3,108.0,129.0,83.7,17.0,37.0,45.9,2.0,21.0,2.0,1.0,22.0,257.0,22.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0.86,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,13.0,4.0,1.0,12.0,6.0,6.0,13.0,30.0,0.0,374.0,58.0,184.0,173.0,21.0,3.0,374.0,154.0,1.0,2.0,0.0,179.0,5.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,34.0,13.0,12.0,52.0
