player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Danilo D'Ambrosio,it ITA,DF,Monza,35-088,1988,10.0,7.0,639.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.06,0.06,7.1,2.0,0.0,28.6,0.28,0.0,0.0,0.06,-0.4,-0.4,421.0,470.0,89.6,7388.0,2366.0,168.0,175.0,96.0,216.0,230.0,93.9,30.0,52.0,57.7,4.0,33.0,4.0,1.0,38.0,434.0,36.0,14.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,8.0,1.13,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,14.0,10.0,2.0,12.0,7.0,5.0,8.0,14.0,0.0,556.0,57.0,234.0,260.0,65.0,14.0,556.0,324.0,4.0,4.0,0.0,386.0,6.0,0.0,1.0,12.0,4.0,1.0,0.0,0.0,0.0,36.0,12.0,7.0,63.2
Flavius Daniliuc,at AUT,DF,Salernitana,22-223,2001,8.0,5.0,445.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,214.0,255.0,83.9,3589.0,1510.0,98.0,114.0,86.0,94.0,100.0,94.0,16.0,25.0,64.0,4.0,19.0,2.0,0.0,24.0,233.0,21.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,8.0,9.0,1.82,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,8.0,4.0,2.0,11.0,4.0,7.0,6.0,6.0,0.0,302.0,31.0,133.0,125.0,46.0,3.0,302.0,148.0,5.0,4.0,0.0,173.0,6.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,37.0,8.0,6.0,57.1
Danilo,br BRA,DF,Juventus,32-144,1991,9.0,8.0,741.0,1.0,0.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,0.6,0.6,0.07,0.07,8.2,1.0,0.0,14.3,0.12,0.14,1.0,0.09,0.4,0.4,434.0,515.0,84.3,8170.0,2964.0,167.0,179.0,93.3,215.0,238.0,90.3,47.0,86.0,54.7,10.0,33.0,6.0,1.0,42.0,484.0,31.0,11.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,20.0,2.43,16.0,1.0,1.0,0.0,1.0,0.12,0.0,0.0,1.0,0.0,0.0,14.0,8.0,9.0,5.0,0.0,9.0,5.0,4.0,18.0,31.0,0.0,604.0,65.0,241.0,299.0,66.0,7.0,604.0,296.0,2.0,2.0,0.0,386.0,2.0,1.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,48.0,17.0,5.0,77.3
Matteo Darmian,it ITA,DF,Inter,34-004,1989,13.0,10.0,1001.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.03,0.03,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.3,-0.3,562.0,646.0,87.0,10031.0,3469.0,224.0,243.0,92.2,282.0,299.0,94.3,43.0,70.0,61.4,4.0,33.0,1.0,1.0,29.0,591.0,53.0,15.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,38.0,2.0,13.0,13.0,1.17,10.0,1.0,0.0,2.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,23.0,11.0,12.0,9.0,2.0,14.0,6.0,8.0,9.0,25.0,0.0,730.0,65.0,286.0,371.0,74.0,5.0,730.0,413.0,6.0,8.0,0.0,514.0,5.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,34.0,8.0,10.0,44.4
Paweł Dawidowicz,pl POL,DF,Hellas Verona,28-200,1995,10.0,10.0,794.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,8.8,1.0,0.0,50.0,0.11,0.0,0.0,0.07,-0.1,-0.1,375.0,454.0,82.6,7801.0,2756.0,95.0,111.0,85.6,225.0,247.0,91.1,53.0,86.0,61.6,1.0,19.0,2.0,0.0,28.0,426.0,27.0,20.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,4.0,0.45,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,9.0,8.0,0.0,7.0,4.0,3.0,10.0,43.0,0.0,541.0,76.0,300.0,230.0,15.0,2.0,541.0,326.0,3.0,5.0,0.0,312.0,5.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,70.0,21.0,8.0,72.4
Charles De Ketelaere,be BEL,FW,Atalanta,22-271,2001,13.0,8.0,710.0,1.0,2.0,0.0,0.0,0.0,0.0,0.13,0.25,0.38,0.13,0.38,1.9,1.9,0.24,0.24,7.9,6.0,0.0,35.3,0.76,0.06,0.17,0.11,-0.9,-0.9,204.0,283.0,72.1,2921.0,680.0,113.0,144.0,78.5,70.0,93.0,75.3,8.0,18.0,44.4,16.0,11.0,13.0,1.0,42.0,269.0,14.0,6.0,3.0,0.0,11.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,30.0,3.8,18.0,1.0,2.0,5.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,11.0,6.0,2.0,2.0,7.0,9.0,1.0,8.0,1.0,2.0,0.0,391.0,3.0,20.0,153.0,222.0,44.0,391.0,256.0,31.0,15.0,14.0,312.0,32.0,20.0,0.0,9.0,17.0,2.0,0.0,0.0,1.0,24.0,18.0,16.0,52.9
Lorenzo De Silvestri,it ITA,DF,Bologna,35-197,1988,8.0,5.0,439.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,0.1,0.1,0.01,0.01,4.9,1.0,0.0,50.0,0.21,0.5,1.0,0.03,0.9,0.9,243.0,286.0,85.0,3755.0,1365.0,123.0,133.0,92.5,104.0,124.0,83.9,11.0,18.0,61.1,0.0,17.0,1.0,1.0,24.0,242.0,43.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,34.0,1.0,5.0,3.0,0.62,3.0,0.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,5.0,14.0,0.0,323.0,19.0,126.0,154.0,47.0,1.0,323.0,169.0,7.0,2.0,0.0,212.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,7.0,3.0,70.0
Koni De Winter,be BEL,DF,Genoa,21-177,2002,10.0,7.0,716.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.03,0.03,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,-0.3,-0.3,244.0,297.0,82.2,4183.0,1480.0,96.0,110.0,87.3,133.0,153.0,86.9,11.0,20.0,55.0,2.0,11.0,1.0,0.0,14.0,252.0,45.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,39.0,0.0,7.0,4.0,0.5,3.0,0.0,1.0,0.0,2.0,0.25,1.0,0.0,1.0,0.0,0.0,11.0,10.0,8.0,3.0,0.0,8.0,2.0,6.0,10.0,19.0,0.0,363.0,45.0,176.0,151.0,37.0,8.0,363.0,183.0,4.0,1.0,1.0,183.0,9.0,8.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,44.0,14.0,11.0,56.0
Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,32-172,1991,9.0,2.0,247.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,0.4,0.4,0.15,0.15,2.7,1.0,0.0,25.0,0.36,0.0,0.0,0.1,-0.4,-0.4,54.0,64.0,84.4,824.0,154.0,31.0,35.0,88.6,20.0,23.0,87.0,3.0,4.0,75.0,3.0,7.0,0.0,0.0,7.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,2.93,7.0,0.0,1.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,85.0,3.0,9.0,38.0,38.0,9.0,85.0,57.0,2.0,3.0,1.0,62.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,12.0,20.0
Alessandro Deiola,it ITA,MF,Cagliari,28-127,1995,9.0,5.0,357.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26,0.26,4.0,2.0,1.0,20.0,0.5,0.0,0.0,0.1,-1.0,-1.0,84.0,126.0,66.7,1482.0,575.0,47.0,58.0,81.0,27.0,42.0,64.3,10.0,18.0,55.6,3.0,14.0,3.0,1.0,21.0,125.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.02,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,156.0,3.0,28.0,81.0,47.0,7.0,156.0,77.0,5.0,2.0,0.0,96.0,3.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,26.0,9.0,10.0,47.4
Mattia Destro,it ITA,"FW,MF",Empoli,32-261,1991,6.0,1.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-0.5,-0.5,19.0,27.0,70.4,246.0,15.0,11.0,14.0,78.6,7.0,10.0,70.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,46.0,0.0,5.0,22.0,19.0,6.0,46.0,20.0,2.0,3.0,0.0,31.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,6.0,45.5
Federico Di Francesco,it ITA,"FW,MF",Lecce,29-175,1994,2.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,0.1,0.1,0.53,0.53,0.2,1.0,0.0,50.0,6.0,0.5,1.0,0.04,0.9,0.9,6.0,8.0,75.0,90.0,43.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,8.0,5.0,3.0,15.0,9.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Michele Di Gregorio,it ITA,GK,Monza,26-132,1997,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,506.0,79.8,10333.0,6383.0,85.0,86.0,98.8,206.0,208.0,99.0,109.0,207.0,52.7,0.0,3.0,0.0,0.0,0.0,388.0,117.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.38,5.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,546.0,450.0,542.0,4.0,0.0,0.0,546.0,333.0,0.0,0.0,0.0,292.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,100.0
Giovanni Di Lorenzo,it ITA,DF,Napoli,30-124,1993,14.0,14.0,1260.0,1.0,4.0,0.0,0.0,3.0,0.0,0.07,0.29,0.36,0.07,0.36,1.6,1.6,0.11,0.11,14.0,2.0,0.0,15.4,0.14,0.08,0.5,0.12,-0.6,-0.6,790.0,949.0,83.2,12526.0,4810.0,426.0,459.0,92.8,291.0,357.0,81.5,58.0,87.0,66.7,23.0,69.0,37.0,9.0,93.0,799.0,148.0,15.0,1.0,3.0,51.0,0.0,0.0,0.0,0.0,133.0,2.0,19.0,47.0,3.36,40.0,0.0,4.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,26.0,18.0,15.0,10.0,1.0,16.0,4.0,12.0,8.0,24.0,0.0,1076.0,38.0,288.0,467.0,334.0,46.0,1076.0,641.0,35.0,19.0,8.0,742.0,11.0,11.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,65.0,7.0,17.0,29.2
Alessandro Di Pardo,it ITA,"MF,DF",Cagliari,24-141,1999,6.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,0.04,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.1,-0.1,52.0,81.0,64.2,868.0,343.0,28.0,37.0,75.7,19.0,27.0,70.4,4.0,10.0,40.0,1.0,2.0,2.0,1.0,5.0,70.0,11.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,2.0,1.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,102.0,9.0,35.0,34.0,34.0,2.0,102.0,58.0,1.0,0.0,0.0,50.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,1.0,50.0
Boulaye Dia,sn SEN,"FW,MF",Salernitana,27-020,1996,10.0,7.0,721.0,4.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.37,0.37,2.9,2.1,0.36,0.26,8.0,7.0,0.0,36.8,0.87,0.16,0.43,0.11,1.1,0.9,125.0,149.0,83.9,2096.0,421.0,60.0,68.0,88.2,44.0,50.0,88.0,13.0,18.0,72.2,6.0,14.0,4.0,0.0,15.0,140.0,9.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.87,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,5.0,0.0,5.0,3.0,5.0,0.0,244.0,10.0,30.0,108.0,113.0,27.0,243.0,178.0,13.0,15.0,4.0,185.0,24.0,23.0,0.0,8.0,12.0,1.0,0.0,0.0,0.0,26.0,3.0,16.0,15.8
Federico Dimarco,it ITA,DF,Inter,26-026,1997,13.0,13.0,915.0,2.0,4.0,0.0,0.0,0.0,0.0,0.2,0.39,0.59,0.2,0.59,0.8,0.8,0.08,0.08,10.2,8.0,2.0,40.0,0.79,0.1,0.25,0.04,1.2,1.2,465.0,598.0,77.8,7828.0,2827.0,238.0,258.0,92.2,162.0,207.0,78.3,47.0,94.0,50.0,27.0,36.0,32.0,18.0,50.0,488.0,109.0,12.0,1.0,4.0,93.0,24.0,9.0,14.0,0.0,73.0,1.0,13.0,50.0,4.91,39.0,6.0,3.0,1.0,7.0,0.69,5.0,0.0,2.0,0.0,0.0,22.0,15.0,9.0,10.0,3.0,8.0,1.0,7.0,6.0,15.0,1.0,698.0,18.0,145.0,270.0,291.0,26.0,698.0,390.0,26.0,20.0,1.0,456.0,12.0,4.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,46.0,0.0,2.0,0.0
Koffi Djidji,ci CIV,DF,Torino,31-006,1992,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berat Djimsiti,al ALB,DF,Atalanta,30-290,1993,13.0,13.0,1082.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.02,0.02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.2,-0.2,559.0,634.0,88.2,10989.0,3635.0,172.0,198.0,86.9,311.0,336.0,92.6,67.0,81.0,82.7,3.0,9.0,1.0,0.0,28.0,614.0,18.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,5.0,0.42,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,6.0,6.0,0.0,27.0,16.0,11.0,23.0,32.0,0.0,751.0,84.0,413.0,316.0,27.0,9.0,751.0,420.0,0.0,1.0,0.0,454.0,3.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,74.0,42.0,17.0,71.2
Dodô,br BRA,DF,Fiorentina,25-019,1998,5.0,4.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,3.0,1.0,0.0,100.0,0.34,0.0,0.0,0.06,-0.1,-0.1,152.0,186.0,81.7,2804.0,957.0,59.0,67.0,88.1,73.0,87.0,83.9,18.0,26.0,69.2,6.0,14.0,6.0,2.0,26.0,158.0,27.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,6.0,2.02,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,6.0,0.0,210.0,9.0,43.0,114.0,54.0,1.0,210.0,142.0,12.0,6.0,1.0,147.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,100.0
Josh Doig,sct SCO,DF,Hellas Verona,21-202,2002,8.0,8.0,537.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.03,6.0,1.0,0.0,20.0,0.17,0.0,0.0,0.04,-0.2,-0.2,159.0,214.0,74.3,2871.0,982.0,64.0,78.0,82.1,75.0,90.0,83.3,16.0,32.0,50.0,2.0,10.0,2.0,2.0,8.0,162.0,51.0,4.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,47.0,1.0,5.0,5.0,0.84,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,4.0,0.0,9.0,2.0,7.0,1.0,13.0,1.0,273.0,15.0,73.0,132.0,72.0,10.0,273.0,128.0,10.0,7.0,1.0,152.0,11.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,20.0,5.0,4.0,55.6
Nicolás Domínguez,ar ARG,MF,Bologna,25-161,1998,2.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,92.0,90.2,1276.0,370.0,45.0,49.0,91.8,36.0,40.0,90.0,2.0,2.0,100.0,1.0,5.0,1.0,0.0,9.0,90.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.78,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,103.0,2.0,23.0,69.0,12.0,0.0,103.0,39.0,1.0,2.0,0.0,79.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,100.0
Giulio Donati,it ITA,DF,Monza,33-304,1990,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.1,1.0,0.0,100.0,15.0,0.0,0.0,0.02,0.0,0.0,8.0,12.0,66.7,140.0,40.0,3.0,5.0,60.0,5.0,6.0,83.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,10.0,1.0,14.0,8.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Patrick Dorgu,dk DEN,DF,Lecce,19-041,2004,14.0,6.0,637.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,7.1,1.0,0.0,33.3,0.14,0.0,0.0,0.02,-0.1,-0.1,325.0,399.0,81.5,5347.0,1629.0,158.0,172.0,91.9,135.0,162.0,83.3,25.0,45.0,55.6,9.0,21.0,5.0,3.0,29.0,321.0,78.0,14.0,0.0,4.0,20.0,4.0,0.0,0.0,0.0,60.0,0.0,8.0,21.0,2.97,13.0,4.0,3.0,1.0,1.0,0.14,0.0,0.0,1.0,0.0,0.0,23.0,13.0,16.0,6.0,1.0,9.0,3.0,6.0,6.0,21.0,1.0,496.0,34.0,158.0,226.0,115.0,11.0,496.0,272.0,20.0,15.0,2.0,280.0,15.0,5.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,44.0,8.0,10.0,44.4
Alberto Dossena,it ITA,DF,Cagliari,25-054,1998,14.0,13.0,1176.0,2.0,1.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23,1.1,1.1,0.09,0.09,13.1,3.0,0.0,37.5,0.23,0.25,0.67,0.14,0.9,0.9,424.0,503.0,84.3,8858.0,2655.0,120.0,133.0,90.2,237.0,261.0,90.8,62.0,92.0,67.4,3.0,23.0,0.0,0.0,29.0,484.0,18.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,8.0,0.61,7.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,27.0,20.0,22.0,5.0,0.0,23.0,14.0,9.0,23.0,81.0,2.0,687.0,145.0,422.0,251.0,19.0,14.0,687.0,309.0,3.0,2.0,0.0,325.0,5.0,5.0,0.0,14.0,13.0,0.0,0.0,0.0,1.0,103.0,38.0,27.0,58.5
Radu Drăgușin,ro ROU,DF,Genoa,21-306,2002,14.0,14.0,1260.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,0.04,0.04,14.0,3.0,0.0,33.3,0.21,0.11,0.33,0.06,0.5,0.5,440.0,537.0,81.9,7817.0,2642.0,172.0,196.0,87.8,229.0,257.0,89.1,32.0,69.0,46.4,6.0,17.0,2.0,0.0,21.0,460.0,77.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,10.0,0.71,6.0,2.0,2.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,4.0,0.0,10.0,5.0,5.0,16.0,67.0,3.0,668.0,124.0,356.0,263.0,54.0,14.0,668.0,324.0,5.0,5.0,1.0,359.0,3.0,4.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,46.0,37.0,17.0,68.5
Ondrej Duda,sk SVK,MF,Hellas Verona,29-001,1994,13.0,12.0,974.0,1.0,1.0,0.0,0.0,4.0,0.0,0.09,0.09,0.18,0.09,0.18,1.0,1.0,0.09,0.09,10.8,3.0,1.0,30.0,0.28,0.1,0.33,0.1,0.0,0.0,367.0,466.0,78.8,6563.0,1873.0,172.0,194.0,88.7,137.0,159.0,86.2,51.0,89.0,57.3,22.0,46.0,7.0,0.0,41.0,410.0,54.0,33.0,3.0,5.0,32.0,18.0,6.0,11.0,0.0,2.0,2.0,11.0,37.0,3.42,18.0,12.0,2.0,3.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,16.0,10.0,4.0,9.0,3.0,11.0,2.0,9.0,11.0,9.0,0.0,571.0,18.0,110.0,330.0,137.0,8.0,571.0,318.0,12.0,12.0,3.0,325.0,21.0,6.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,79.0,1.0,7.0,12.5
Denzel Dumfries,nl NED,DF,Inter,27-232,1996,13.0,12.0,930.0,2.0,3.0,0.0,0.0,1.0,0.0,0.19,0.29,0.48,0.19,0.48,1.1,1.1,0.11,0.11,10.3,3.0,0.0,23.1,0.29,0.15,0.67,0.09,0.9,0.9,301.0,417.0,72.2,4714.0,1402.0,143.0,184.0,77.7,123.0,167.0,73.7,18.0,33.0,54.5,20.0,18.0,18.0,8.0,31.0,347.0,70.0,2.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,68.0,0.0,9.0,27.0,2.62,22.0,1.0,1.0,1.0,5.0,0.48,4.0,0.0,0.0,0.0,0.0,12.0,9.0,4.0,8.0,0.0,12.0,4.0,8.0,6.0,15.0,0.0,523.0,15.0,99.0,219.0,207.0,45.0,523.0,269.0,32.0,13.0,9.0,339.0,17.0,8.0,0.0,14.0,13.0,2.0,0.0,0.0,0.0,31.0,19.0,12.0,61.3
